streetAddress,zipcode,livingArea,Price,zpid,walk_score,transit_score,felony_count,misdemeanor_count,violation_count,population_per_1000,median_income,
11464 223rd St,11411,945,485000,32164541,72,63,1164,1655,626,21.605,108131,
3332 Gunther Ave,10469,948,485000,29830191,78,81,4703,8301,2858,75.29,70415,
310 Beverly Rd #2J,11218,950,485000,325557772,94,100,2803,4330,1390,76.37,81857,
12215 25th Rd APT 202,11354,950,485000,2087009111,74,59,5459,9944,2432,53.375,52273,
160 Fremont Ave,10306,960,485000,32330202,86,72,2306,5154,2279,55.805,88687,
3023 Harding Ave,10465,960,485000,29846677,62,49,3015,6081,2197,46.205,80245,
211 Sprague Ave,10307,960,485000,32374984,60,54,678,1537,469,14.828,117469,
909 Nugent Ave,10306,968,485000,32333479,71,63,2306,5154,2279,55.805,88687,
66 Burnside Ave,10302,976,485000,316675334,95,60,1462,3205,1151,18.144,73927,
6801 Shore Road #6P,11220,980,485000,2087064596,61,72,7084,10130,2413,93.584,57046,
49 Greenfield Ct,10304,984,485000,32318438,76,66,3367,6455,2878,43.849,64539,
8 Dole St,10312,984,485000,32366759,33,47,1450,2839,1254,63.935,100875,
12122 95th Ave,11419,988,485000,32123235,79,93,3567,5027,2000,50.107,84245,
125 Cortlandt St,10302,988,485000,32296341,91,66,1462,3205,1151,18.144,73927,
186 Colony Ave,10306,1000,485000,32333240,65,55,2306,5154,2279,55.805,88687,
376 Huntington Ave,10465,1000,485000,29848844,55,49,3015,6081,2197,46.205,80245,
673 Nugent Ave,10306,1020,485000,2087799692,56,61,2306,5154,2279,55.805,88687,
673-675 Nugent Ave,10306,1020,485000,32332344,73,62,2306,5154,2279,55.805,88687,
71 Ebony St,10306,1024,485000,32338140,69,63,2306,5154,2279,55.805,88687,
9036 208th St,11428,1042,485000,32147290,68,75,1505,2310,807,21.184,83417,
165 Roma Ave,10306,1064,485000,32335550,18,56,2306,5154,2279,55.805,88687,
1187 E 222nd St,10469,1080,485000,29834336,80,78,4703,8301,2858,75.29,70415,
72 Boundary Ave,10306,1088,485000,32331398,75,70,2306,5154,2279,55.805,88687,
607 Oak Ter,10454,1104,485000,55540833,84,100,6349,10685,3263,38.908,21846,
661 Mother Gaston Blvd,11212,1116,485000,30635293,76,100,12131,16236,7264,78.296,30733,
2958 Mickle Ave,10469,1116,485000,29831162,85,84,4703,8301,2858,75.29,70415,
260 Elizabeth St,10310,1128,485000,217911387,80,60,1794,3431,1457,25.976,96161,
9125 216th St,11428,1136,485000,32149455,78,80,1505,2310,807,21.184,83417,
4064 Murdock Ave,10466,1140,485000,29836263,71,72,6496,11266,4287,75.767,62918,
337 Chesterton Ave,10306,1152,485000,32344078,30,66,2306,5154,2279,55.805,88687,
65 Sommers Ln,10314,1158,485000,32289234,89,61,3723,8850,3294,93.736,94578,
2230 Gleason Ave,10462,1169,485000,29797234,94,92,5578,9030,3028,78.47,59032,
8949 214th St,11427,1170,485000,32149941,57,78,1074,1654,643,25.89,84000,
97 Major Ave,10305,1176,485000,32322830,65,69,1958,4006,1846,44.531,76833,
57 Taunton St,10306,1176,485000,32345197,58,66,2306,5154,2279,55.805,88687,
3252 Glennon Pl,10465,1184,485000,29847306,30,45,3015,6081,2197,46.205,80245,
230 Freedom Ave,10314,1200,485000,32310053,70,58,3723,8850,3294,93.736,94578,
47 Linda Ave,10305,1200,485000,32323471,74,62,1958,4006,1846,44.531,76833,
165 Winham Ave,10306,1200,485000,32334878,70,61,2306,5154,2279,55.805,88687,
126 Mermaid Ln,10473,1206,485000,2094781532,42,54,5887,10085,3749,60.296,48212,
7606 169th St,11366,1224,485000,32076321,52,72,609,847,288,13.922,100781,
18546 Fonda Ave,11412,1230,485000,32144021,73,74,2727,3683,1414,41.782,93429,
33 Bailey Pl,10303,1232,485000,64873466,38,53,2252,4594,1804,27.469,69879,
2435 Tiemann Ave,10469,1240,485000,29822383,69,78,4703,8301,2858,75.29,70415,
3560 Mcowen Ave,10475,1250,485000,29851439,63,64,2461,4488,1486,44.509,56327,
60 Poplar Ave,10309,1260,485000,64757279,61,43,1115,2261,881,35.832,107500,
8755 139th St,11435,1280,485000,32130130,91,100,4707,6241,1831,60.842,71346,
3183 Parsifal Pl,10465,1280,485000,29843326,64,70,3015,6081,2197,46.205,80245,
1059 Quincy Ave,10465,1296,485000,29847709,88,69,3015,6081,2197,46.205,80245,
1170 Fairfax Ave,10465,1296,485000,29840948,85,68,3015,6081,2197,46.205,80245,
92 Burke Ave,10314,1296,485000,32317349,60,46,3723,8850,3294,93.736,94578,
67 Fields Ave,10314,1296,485000,32308025,39,52,3723,8850,3294,93.736,94578,
3018 Radcliff Ave,10469,1296,485000,29824815,78,89,4703,8301,2858,75.29,70415,
11119 178th St,11433,1320,485000,32141838,62,73,4530,7379,1942,41.396,68801,
257 Decker Ave,10302,1326,485000,32296976,83,65,1462,3205,1151,18.144,73927,
460 Hegeman Ave,11207,1334,485000,55677298,75,100,14088,17544,6677,97.69,45616,
29 Oconnor Ave,10314,1336,485000,32283494,79,59,3723,8850,3294,93.736,94578,
28 Cowen Pl,10303,1344,485000,32300644,58,55,2252,4594,1804,27.469,69879,
180 Hart Blvd,10301,1346,485000,32277668,79,59,3648,7624,2999,38.736,78053,
24412 136th Ave,11422,1356,485000,32206375,75,63,1828,2479,1309,34.063,95945,
2549 Mickle Ave,10469,1360,485000,29822274,82,81,4703,8301,2858,75.29,70415,
3719 Rombouts Ave,10466,1364,485000,29835038,86,73,6496,11266,4287,75.767,62918,
934 Tiffany St,10459,1386,485000,29780468,92,100,6887,11912,4046,51.303,36631,
130 Hampton Pl,10309,1388,485000,32372093,62,43,1115,2261,881,35.832,107500,
91-10 110th St,11418,1398,485000,32118658,81,85,2509,4743,1565,38.938,77708,
406 Garretson Ave,10305,1400,485000,32327762,72,68,1958,4006,1846,44.531,76833,
2507 Westervelt Ave,10469,1400,485000,29822468,65,74,4703,8301,2858,75.29,70415,
3755 Henry Hudson Pkwy APT 2F,10463,1400,485000,2110242174,90,80,5170,11242,2836,73.256,63048,
111-45 180th,11434,1400,485000,2080686881,48,73,7012,11046,3279,66.424,66546,
120 Raymond Pl,10310,1408,485000,32277095,80,63,1794,3431,1457,25.976,96161,
16877 92nd Rd,11433,1416,485000,32139769,96,100,4530,7379,1942,41.396,68801,
136 Roma Ave,10306,1424,485000,32336021,41,59,2306,5154,2279,55.805,88687,
210 Cody Pl,10312,1428,485000,32362980,50,46,1450,2839,1254,63.935,100875,
858 Hornaday Pl,10460,1428,485000,29785478,83,96,7177,12364,4242,59.979,31504,
110 Fisher Ave,10307,1428,485000,32377150,81,61,678,1537,469,14.828,117469,
139 Justin Ave,10306,1432,485000,32344948,48,66,2306,5154,2279,55.805,88687,
196 Barnard Ave,10307,1432,485000,32377602,83,61,678,1537,469,14.828,117469,
16 Lillie Ln,10314,1448,485000,2084904326,36,55,3723,8850,3294,93.736,94578,
15021 Arlington Ter,11433,1468,485000,32138447,74,100,4530,7379,1942,41.396,68801,
82-09 155th Ave #9E-D,11414,1471,485000,32169144,72,67,1635,1891,765,30.915,86113,
14 Peggy Ln,10306,1480,485000,32333782,62,51,2306,5154,2279,55.805,88687,
191 Cotter Ave,10306,1484,485000,32340563,42,52,2306,5154,2279,55.805,88687,
1637 Tomlinson Ave,10461,1500,485000,29814610,90,85,4357,7747,2624,52.756,61087,
3879 Victory Blvd,10314,1500,485000,32317787,60,47,3723,8850,3294,93.736,94578,
10524 135th St,11419,1504,485000,32128375,72,90,3567,5027,2000,50.107,84245,
435 Oakland Ave,10310,1528,485000,32275092,72,60,1794,3431,1457,25.976,96161,
8977 Springfield Blvd,11427,1530,485000,32150558,80,76,1074,1654,643,25.89,84000,
3353 Gunther Ave,10469,1539,485000,29830096,78,81,4703,8301,2858,75.29,70415,
2073 Homer Ave,10473,1540,485000,29792856,77,71,5887,10085,3749,60.296,48212,
2068 Hughes Ave,10457,1540,485000,64669938,90,95,10195,17954,5893,79.443,38066,
3326 Eastchester Rd,10469,1543,485000,29829871,85,78,4703,8301,2858,75.29,70415,
3141 Mickle Ave,10469,1568,485000,29830540,87,83,4703,8301,2858,75.29,70415,
67 Mersereau Ave,10303,1568,485000,32300459,57,55,2252,4594,1804,27.469,69879,
76 Arrowood Ct,10309,1580,485000,2079458385,65,44,1115,2261,881,35.832,107500,
2545 Pearsall Ave,10469,1584,485000,29821381,71,78,4703,8301,2858,75.29,70415,
4044 Bruner Ave,10466,1584,485000,29835793,83,78,6496,11266,4287,75.767,62918,
11835 232nd St,11411,1587,485000,32197086,73,57,1164,1655,626,21.605,108131,
15018 99th Pl,11417,1600,485000,32170750,65,84,2838,4172,1236,33.236,78498,
33 Mapleton Ave,10306,1600,485000,62711033,65,59,2306,5154,2279,55.805,88687,
1200 E 94th St,11236,1617,485000,30774311,83,88,7148,11138,4558,102.238,73562,
23 Degroot Pl,10310,1624,485000,32276057,81,67,1794,3431,1457,25.976,96161,
3236 Eastchester Rd,10469,1631,485000,29830025,85,78,4703,8301,2858,75.29,70415,
9012 202nd St,11423,1632,485000,32145247,77,80,1969,2658,942,30.983,69386,
11 Occident Ave,10304,1636,485000,32286201,67,72,3367,6455,2878,43.849,64539,
1057 Stratford Ave,10472,1640,485000,29794421,89,89,7129,10131,3764,66.72,36730,
1846 Unionport Rd,10462,1660,485000,29813201,35,97,5578,9030,3028,78.47,59032,
3217 Radcliff Ave,10469,1664,485000,29825483,81,90,4703,8301,2858,75.29,70415,
2334 Mickle Ave,10469,1672,485000,29820127,78,75,4703,8301,2858,75.29,70415,
2007 Hermany Ave,10473,1680,485000,29793664,85,81,5887,10085,3749,60.296,48212,
128 Todt Hill Rd,10314,1680,485000,32289218,84,61,3723,8850,3294,93.736,94578,
30 Country Dr N #32,10314,1684,485000,32314924,76,60,3723,8850,3294,93.736,94578,
3959 46th St,11104,1689,485000,31934467,92,100,1130,2005,847,27.575,81142,
2515 Glebe Ave,10461,1690,485000,29811875,92,89,4357,7747,2624,52.756,61087,
981 Pierce Ave,10462,1712,485000,29814259,78,88,5578,9030,3028,78.47,59032,
6772 Clyde St,11375,1716,485000,32002678,93,100,2691,6747,1430,76.091,96321,
766 E 227th St,10466,1734,485000,29832084,91,88,6496,11266,4287,75.767,62918,
15028 128th St,11420,1764,485000,32179248,37,64,3699,5303,1883,51.831,89027,
174 Calhoun Ave,10465,1782,485000,29849108,63,49,3015,6081,2197,46.205,80245,
1055 E 219th St,10469,1782,485000,29828381,76,82,4703,8301,2858,75.29,70415,
46 Ludwig Ln,10303,1800,485000,58577418,48,62,2252,4594,1804,27.469,69879,
176 Russek Dr,10312,1805,485000,32361472,41,43,1450,2839,1254,63.935,100875,
517 Medina St,10306,1816,485000,32343291,52,66,2306,5154,2279,55.805,88687,
108-14 Jamaica,11418,1845,485000,2085049870,89,83,2509,4743,1565,38.938,77708,
1307 College Ave,10456,1853,485000,29781566,86,100,10380,17110,6731,90.314,31166,
70B Dinsmore St #B,10314,1889,485000,32310298,62,57,3723,8850,3294,93.736,94578,
1822 E 38th St,11234,1892,485000,30784143,88,81,5551,8786,2903,94.254,86185,
95 Commodore Dr,10309,1908,485000,32367977,10,54,1115,2261,881,35.832,107500,
1058 E 227th St,10466,1912,485000,29833498,80,78,6496,11266,4287,75.767,62918,
2906 Yates Ave,10469,1920,485000,29824222,58,81,4703,8301,2858,75.29,70415,
346 Wilcox St,10303,1938,485000,32307035,85,62,2252,4594,1804,27.469,69879,
1363 Kearney Ave,10465,1944,485000,29843143,60,75,3015,6081,2197,46.205,80245,
52 Erastina Pl,10303,1972,485000,32299702,55,56,2252,4594,1804,27.469,69879,
2751 Pearsall Ave,10469,1980,485000,29823285,63,80,4703,8301,2858,75.29,70415,
845 Southern Blvd,10459,1980,485000,29780637,91,100,6887,11912,4046,51.303,36631,
111 Gauldy Ave,10314,1998,485000,32305263,48,59,3723,8850,3294,93.736,94578,
13169 224th St,11413,2000,485000,32200467,81,60,3201,3906,1795,45.661,104236,
20 Ithaca St,10306,2016,485000,32343305,52,66,2306,5154,2279,55.805,88687,
3197 Tierney Pl,10465,2020,485000,29847396,28,46,3015,6081,2197,46.205,80245,
215 Egbert Ave,10310,2040,485000,32280626,88,60,1794,3431,1457,25.976,96161,
289 E 161st St,10451,2040,485000,29777849,93,100,8683,14900,4550,50.118,33945,
741 E 230th St,10466,2052,485000,29832210,92,90,6496,11266,4287,75.767,62918,
960 E 86th St,11236,2162,485000,30769368,68,80,7148,11138,4558,102.238,73562,
130 Prospect St,10304,2256,485000,32284398,92,73,3367,6455,2878,43.849,64539,
25 Parkview Loop,10314,2262,485000,68015290,85,59,3723,8850,3294,93.736,94578,
29 South Ave,10303,2346,485000,32300732,51,53,2252,4594,1804,27.469,69879,
1519 Commonwealth Ave,10460,2396,485000,29798769,82,100,7177,12364,4242,59.979,31504,
137 Hendricks Ave,10301,2397,485000,112112606,65,73,3648,7624,2999,38.736,78053,
920 Summit Ave,10452,2400,485000,29778548,89,100,8631,15995,4551,79.838,33877,
1581 Castleton Ave,10302,2516,485000,32297428,87,67,1462,3205,1151,18.144,73927,
5037 42nd St,11104,2610,485000,31935065,75,77,1130,2005,847,27.575,81142,
1754 Lacombe Ave,10473,2745,485000,29791047,75,62,5887,10085,3749,60.296,48212,
1131 Forest Ave,10456,3055,485000,29779314,86,63,10380,17110,6731,90.314,31166,
2264 Beaumont Ave,10457,3300,485000,29785259,90,92,10195,17954,5893,79.443,38066,
245 Sheridan Ave,11208,3420,485000,30645109,88,89,12008,15377,5263,107.724,49679,
1133 Grant Ave,10456,3795,485000,29778205,90,100,10380,17110,6731,90.314,31166,
1928 Prospect Ave,10457,3840,485000,29783100,89,97,10195,17954,5893,79.443,38066,
1464 Granada Pl,11691,2532,485300,32221636,30,35,6250,9127,4297,70.797,54877,
11621 233rd St,11411,1238,485500,32166511,79,52,1164,1655,626,21.605,108131,
3313 Mickle Ave,10469,1260,485590,29829858,85,78,4703,8301,2858,75.29,70415,
2915 Hering Ave,10469,1777,485625,29824253,58,81,4703,8301,2858,75.29,70415,
7 Fitzgerald Ave,10308,1392,485900,32346896,81,59,766,1409,819,30.353,116082,
3063 32nd St APT 1A,11102,444,486000,89068216,100,84,2225,3453,1320,27.876,95478,
57 Tanglewood Dr,10308,1280,486000,32340747,30,42,766,1409,819,30.353,116082,
1171 E 91st St,11236,1500,486000,68314739,84,87,7148,11138,4558,102.238,73562,
4337 Wilder Ave,10466,1574,486000,29838873,68,79,6496,11266,4287,75.767,62918,
3110 105th St,11369,1650,486000,31969047,81,73,3675,7056,1754,31.55,66132,
715 E 212th St,10467,2308,486000,29826531,88,97,10256,17424,5562,102.209,42639,
8906 213th St,11427,2754,486000,32149833,60,77,1074,1654,643,25.89,84000,
422 Harding Park,10473,1395,486030,29790066,17,54,5887,10085,3749,60.296,48212,
1731 Montgomery Pl,10461,1320,486500,29812299,90,86,4357,7747,2624,52.756,61087,
1232 Olmstead Ave,10462,1680,486500,29797034,95,93,5578,9030,3028,78.47,59032,
9562 115th St,11419,1536,486606,32121803,80,86,3567,5027,2000,50.107,84245,
258 80th St,11209,2274,486667,30697774,80,86,3390,7359,1871,72.938,84145,
17505 145th Dr,11434,1264,486720,32207091,71,65,7012,11046,3279,66.424,66546,
42 Outerbridge Ave,10309,1646,486720,32374152,68,56,1115,2261,881,35.832,107500,
10145 103rd St,11416,1814,486720,32121996,88,84,1331,2504,990,27.098,76477,
1764 Carlton Ave,10309,864,487000,32369474,49,54,1115,2261,881,35.832,107500,
208 Fairbanks Ave,10306,864,487000,32343792,50,66,2306,5154,2279,55.805,88687,
8536 261st St,11001,1056,487000,32104625,87,58,116,173,59,26.818,132344,
9120 217th St,11428,1136,487000,32149448,79,80,1505,2310,807,21.184,83417,
976 Nugent Ave,10306,1200,487000,32333855,63,63,2306,5154,2279,55.805,88687,
11151 167th St,11433,1260,487000,32139608,77,78,4530,7379,1942,41.396,68801,
24405 135th Ave,11422,1400,487000,32206011,81,63,1828,2479,1309,34.063,95945,
18 Croft Pl,10314,1450,487000,32308928,77,58,3723,8850,3294,93.736,94578,
33 Michelle Ln,10306,1470,487000,32335658,38,56,2306,5154,2279,55.805,88687,
2244 Turnbull Ave,10473,1584,487000,29793886,77,76,5887,10085,3749,60.296,48212,
3 Dalton Ave,10306,1792,487000,32338175,72,59,2306,5154,2279,55.805,88687,
3248 55th St,11377,1939,487000,31954616,90,100,4741,7506,2685,85.255,66325,
2940 Ericsson St,11369,2520,487000,31968748,75,69,3675,7056,1754,31.55,66132,
600 Yetman Ave,10307,1116,487456,32375802,32,49,678,1537,469,14.828,117469,
16451 Nadal Pl,11433,770,487500,32139352,83,88,4530,7379,1942,41.396,68801,
3203 Tierney Pl,10465,1332,487500,29847411,28,46,3015,6081,2197,46.205,80245,
4 Rochelle St,10464,1400,487500,29850039,57,37,280,482,214,4.417,118972,
2551 99th St,11369,1444,487500,31960484,83,68,3675,7056,1754,31.55,66132,
21711 Hempstead Ave,11429,1528,487500,32152782,89,82,1969,2696,1108,28.643,89318,
3307 Gunther Ave,10469,1539,487500,29830119,78,81,4703,8301,2858,75.29,70415,
732 E 102nd St,11236,1540,487500,30774114,81,94,7148,11138,4558,102.238,73562,
13921 248th St,11422,1614,487500,32211186,81,64,1828,2479,1309,34.063,95945,
23938 Oak Park Dr,11362,1700,487500,2112496629,21,58,736,765,303,19.217,100528,
3349 Wilson Ave,10469,1977,487500,29829297,87,79,4703,8301,2858,75.29,70415,
338 Tanglewood Dr,10308,1420,487705,32341154,37,49,766,1409,819,30.353,116082,
47 28th Ave,11214,753,488000,30731243,87,99,4219,8120,2493,95.361,58487,
2469 65th St APT 3B,11204,1050,488000,64806752,94,93,2557,4869,1592,82.14,58850,
104 Hartford Ave,10310,1140,488000,32278901,69,57,1794,3431,1457,25.976,96161,
52 Lamport Blvd,10305,1170,488000,32325051,84,73,1958,4006,1846,44.531,76833,
39 Mclaughlin St,10305,1296,488000,32328231,58,59,1958,4006,1846,44.531,76833,
13523 114th St,11420,1358,488000,32178021,47,80,3699,5303,1883,51.831,89027,
7415 Narrows Ave,11209,1440,488000,30694786,75,74,3390,7359,1871,72.938,84145,
527 Tinton Ave,10455,1449,488000,29778755,87,100,7193,12297,3674,42.781,30741,
66 Princess St,10303,1452,488000,32299032,80,63,2252,4594,1804,27.469,69879,
916 Clarence Ave,10465,1492,488000,29845997,67,58,3015,6081,2197,46.205,80245,
342 Cary Ave,10310,1505,488000,32275475,79,62,1794,3431,1457,25.976,96161,
74 Treadwell Ave,10302,1514,488000,299998178,84,67,1462,3205,1151,18.144,73927,
2342 Aqueduct Ave,10468,1664,488000,29786347,94,100,7728,12132,3284,82.48,40138,
236 Throggs Neck Blvd,10465,1683,488000,29846601,69,49,3015,6081,2197,46.205,80245,
89 Amber St,10306,1836,488000,32339135,66,63,2306,5154,2279,55.805,88687,
117 Woodvale Ave,10309,3368,488241,32368343,60,57,1115,2261,881,35.832,107500,
2519 Matthews Ave,10467,1831,488735,29820638,94,88,10256,17424,5562,102.209,42639,
45 Stanley Ave,10301,1598,488800,112113168,73,71,3648,7624,2999,38.736,78053,
45 Stanley Ave,10301,1598,488800,2082224093,73,71,3648,7624,2999,38.736,78053,
22 Shadow Ln,10306,1740,488800,32338971,71,65,2306,5154,2279,55.805,88687,
505 E 82nd St APT 6H,10028,400,489000,244798193,97,100,2816,5054,821,47.793,149789,
10745 164th St,11433,686,489000,32138809,85,100,4530,7379,1942,41.396,68801,
1204 Robin #1,11360,750,489000,2090118368,49,55,614,638,332,20.076,92851,
2874 Brighton 3rd St APT 1,11235,800,489000,89069561,93,93,4749,7226,1987,84.859,58669,
3365 14th St APT 6B,11106,875,489000,2092443276,92,87,2516,4798,1574,40.472,71972,
43 Maple Ter,10306,888,489000,32335873,29,56,2306,5154,2279,55.805,88687,
319 Winchester Ave,10312,910,489000,32348007,75,65,1450,2839,1254,63.935,100875,
742 Vermont St,11207,966,489000,30646759,89,100,14088,17544,6677,97.69,45616,
76-18 69th #3K,11385,1000,489000,2085411331,85,53,6596,11146,3311,109.111,77350,
20219 120th Ave,11412,1008,489000,32194755,68,65,2727,3683,1414,41.782,93429,
24316 135th Ave,11422,1018,489000,32206135,81,63,1828,2479,1309,34.063,95945,
509 Laconia Ave,10305,1020,489000,32331170,75,69,1958,4006,1846,44.531,76833,
5 Highview Ave,10301,1088,489000,32271712,56,63,3648,7624,2999,38.736,78053,
299 Jewett Ave,10302,1152,489000,32277339,89,66,1462,3205,1151,18.144,73927,
1140 Allerton Ave,10469,1180,489000,29821192,76,80,4703,8301,2858,75.29,70415,
8417 259th St,11001,1188,489000,32104368,89,60,116,173,59,26.818,132344,
14415 158th St,11434,1200,489000,32218558,70,61,7012,11046,3279,66.424,66546,
162 Jackson Ave,10305,1200,489000,62710959,78,63,1958,4006,1846,44.531,76833,
271 Skyline Dr,10304,1202,489000,62710922,41,70,3367,6455,2878,43.849,64539,
433 Yetman Ave,10307,1305,489000,32376010,61,55,678,1537,469,14.828,117469,
33 Stern Ct,10308,1327,489000,32342654,75,61,766,1409,819,30.353,116082,
21714 136th Rd,11413,1332,489000,32201896,62,65,3201,3906,1795,45.661,104236,
142 Roman Ave,10314,1360,489000,32304738,66,60,3723,8850,3294,93.736,94578,
80 Country Dr S,10314,1360,489000,32314832,76,61,3723,8850,3294,93.736,94578,
26 Alden Park #26,10465,1392,489000,2080706700,40,47,3015,6081,2197,46.205,80245,
345 Van Pelt Ave,10303,1400,489000,32299586,78,62,2252,4594,1804,27.469,69879,
129 Alaska St,10310,1452,489000,32275919,75,66,1794,3431,1457,25.976,96161,
1409 Mace Ave,10469,1460,489000,29821887,61,79,4703,8301,2858,75.29,70415,
